psnr,ssim,lee,nai,input_psnr,identity_drop,over,under,height,high_path,key,low_path,pred_path,width
27.730274200439453,0.9609661102294922,0.07591578364372253,2.6260695457458496,8.057144165039062,19.67313003540039,0.0013699001865461469,0.0006374783115461469,384,/home/user/a1_rlef_project/data/LOL-v2/Synthetic/Test/Normal/r00816405t.png,r00816405t,/home/user/a1_rlef_project/data/LOL-v2/Synthetic/Test/Low/r00816405t.png,/home/user/a1_rlef_project/experiments/p4_official_baselines/retinexformer/results/LOL_v2_synthetic/RetinexFormer_LOL_v2_synthetic/LOL_v2_synthetic/r00816405t.png,384
25.126523971557617,0.9013173580169678,0.15998265147209167,3.1284234523773193,10.488981246948242,14.637542724609375,4.747178900288418e-05,2.4866174499038607e-05,384,/home/user/a1_rlef_project/data/LOL-v2/Synthetic/Test/Normal/r00869422t.png,r00869422t,/home/user/a1_rlef_project/data/LOL-v2/Synthetic/Test/Low/r00869422t.png,/home/user/a1_rlef_project/experiments/p4_official_baselines/retinexformer/results/LOL_v2_synthetic/RetinexFormer_LOL_v2_synthetic/LOL_v2_synthetic/r00869422t.png,384
26.34516716003418,0.9364438056945801,0.08471521735191345,2.918424129486084,7.05291748046875,19.29224967956543,2.260561359435087e-06,7.007740350672975e-05,384,/home/user/a1_rlef_project/data/LOL-v2/Synthetic/Test/Normal/r00879054t.png,r00879054t,/home/user/a1_rlef_project/data/LOL-v2/Synthetic/Test/Low/r00879054t.png,/home/user/a1_rlef_project/experiments/p4_official_baselines/retinexformer/results/LOL_v2_synthetic/RetinexFormer_LOL_v2_synthetic/LOL_v2_synthetic/r00879054t.png,384
12.30379581451416,0.8402514457702637,0.48556962609291077,1.2356913089752197,26.53268051147461,-14.22888469696045,0.0,0.0,384,/home/user/a1_rlef_project/data/LOL-v2/Synthetic/Test/Normal/r01058910t.png,r01058910t,/home/user/a1_rlef_project/data/LOL-v2/Synthetic/Test/Low/r01058910t.png,/home/user/a1_rlef_project/experiments/p4_official_baselines/retinexformer/results/LOL_v2_synthetic/RetinexFormer_LOL_v2_synthetic/LOL_v2_synthetic/r01058910t.png,384
26.900768280029297,0.968649685382843,0.06249356269836426,1.9464751482009888,8.236795425415039,18.663972854614258,7.233796350192279e-05,1.582392906129826e-05,384,/home/user/a1_rlef_project/data/LOL-v2/Synthetic/Test/Normal/r01170470t.png,r01170470t,/home/user/a1_rlef_project/data/LOL-v2/Synthetic/Test/Low/r01170470t.png,/home/user/a1_rlef_project/experiments/p4_official_baselines/retinexformer/results/LOL_v2_synthetic/RetinexFormer_LOL_v2_synthetic/LOL_v2_synthetic/r01170470t.png,384
19.963396072387695,0.9319007992744446,0.22271974384784698,1.2738293409347534,12.613774299621582,7.349621772766113,0.0016140408115461469,0.003483525011688471,384,/home/user/a1_rlef_project/data/LOL-v2/Synthetic/Test/Normal/r01474187t.png,r01474187t,/home/user/a1_rlef_project/data/LOL-v2/Synthetic/Test/Low/r01474187t.png,/home/user/a1_rlef_project/experiments/p4_official_baselines/retinexformer/results/LOL_v2_synthetic/RetinexFormer_LOL_v2_synthetic/LOL_v2_synthetic/r01474187t.png,384
28.97037124633789,0.9687081575393677,0.03051426075398922,1.6234891414642334,8.535048484802246,20.435321807861328,6.103515625e-05,0.0002509223122615367,384,/home/user/a1_rlef_project/data/LOL-v2/Synthetic/Test/Normal/r0150031ft.png,r0150031ft,/home/user/a1_rlef_project/data/LOL-v2/Synthetic/Test/Low/r0150031ft.png,/home/user/a1_rlef_project/experiments/p4_official_baselines/retinexformer/results/LOL_v2_synthetic/RetinexFormer_LOL_v2_synthetic/LOL_v2_synthetic/r0150031ft.png,384
31.01972770690918,0.9178321957588196,0.15483415126800537,1.8718513250350952,14.674030303955078,16.3456974029541,0.00026448568678461015,0.008413809351623058,384,/home/user/a1_rlef_project/data/LOL-v2/Synthetic/Test/Normal/r01559391t.png,r01559391t,/home/user/a1_rlef_project/data/LOL-v2/Synthetic/Test/Low/r01559391t.png,/home/user/a1_rlef_project/experiments/p4_official_baselines/retinexformer/results/LOL_v2_synthetic/RetinexFormer_LOL_v2_synthetic/LOL_v2_synthetic/r01559391t.png,384
29.00558090209961,0.9262457489967346,0.048709191381931305,2.830761432647705,8.250516891479492,20.755064010620117,0.0006510416860692203,0.0,384,/home/user/a1_rlef_project/data/LOL-v2/Synthetic/Test/Normal/r02189767t.png,r02189767t,/home/user/a1_rlef_project/data/LOL-v2/Synthetic/Test/Low/r02189767t.png,/home/user/a1_rlef_project/experiments/p4_official_baselines/retinexformer/results/LOL_v2_synthetic/RetinexFormer_LOL_v2_synthetic/LOL_v2_synthetic/r02189767t.png,384
26.908092498779297,0.8862996697425842,0.08893871307373047,6.829680919647217,9.832611083984375,17.075481414794922,0.006112557835876942,9.042245073942468e-05,384,/home/user/a1_rlef_project/data/LOL-v2/Synthetic/Test/Normal/r02354285t.png,r02354285t,/home/user/a1_rlef_project/data/LOL-v2/Synthetic/Test/Low/r02354285t.png,/home/user/a1_rlef_project/experiments/p4_official_baselines/retinexformer/results/LOL_v2_synthetic/RetinexFormer_LOL_v2_synthetic/LOL_v2_synthetic/r02354285t.png,384
