index,name,e_mean,e_std,low_mean,low_std,q_mean,stratum
0,test_00000,1.8120661973953247,0.14982859790325165,0.073578841984272,0.046400561928749084,1.0,global_underexposed
1,test_00001,0.03730227053165436,0.003361206268891692,0.32871028780937195,0.15226152539253235,1.0,near_identity
2,test_00002,0.8500699996948242,0.3266752064228058,0.19119061529636383,0.10204620659351349,1.0,global_underexposed
3,test_00003,1.4475711584091187,0.4895094633102417,0.08186562359333038,0.06359510868787766,1.0,global_underexposed
4,test_00004,1.7368385791778564,0.35632696747779846,0.12391388416290283,0.21020984649658203,0.9554352164268494,global_underexposed
5,test_00005,0.9109788537025452,0.2641950249671936,0.1620849072933197,0.10439755022525787,0.9820365905761719,global_underexposed
6,test_00006,1.0615633726119995,0.3361549377441406,0.21307003498077393,0.0967664048075676,1.0,global_underexposed
7,test_00007,0.0771818459033966,0.026725124567747116,0.5530622005462646,0.21456025540828705,1.0,near_identity
8,test_00008,0.651820957660675,0.27261215448379517,0.20626768469810486,0.0786200687289238,1.0,mixed_regular
9,test_00009,1.8752238750457764,0.27366089820861816,0.06946657598018646,0.03814947232604027,1.0,global_underexposed
10,test_00010,1.8201663494110107,0.4829545319080353,0.07347681373357773,0.05289207398891449,1.0,global_underexposed
11,test_00011,1.706462025642395,0.2611880600452423,0.0798989087343216,0.04842594638466835,0.9852660894393921,global_underexposed
12,test_00012,0.16646720468997955,0.04092727601528168,0.4346937835216522,0.12373939901590347,1.0,near_identity
13,test_00013,0.14058449864387512,0.026052044704556465,0.4683474898338318,0.13543128967285156,1.0,near_identity
14,test_00014,0.07606754451990128,0.044648587703704834,0.47283226251602173,0.12037410587072372,1.0,near_identity
15,test_00015,0.07053660601377487,0.013402656652033329,0.36450543999671936,0.1480446308851242,1.0,near_identity
16,test_00016,1.5491271018981934,0.40576303005218506,0.08457336574792862,0.05444232374429703,1.0,global_underexposed
17,test_00017,0.9928179383277893,0.3937951624393463,0.2369311898946762,0.1344524770975113,1.0,global_underexposed
18,test_00018,1.6609046459197998,0.28596851229667664,0.11012166738510132,0.06410235911607742,1.0,global_underexposed
19,test_00019,1.4923920631408691,0.23496362566947937,0.09116486459970474,0.05715170130133629,1.0,global_underexposed
20,test_00020,0.12378667294979095,0.013854601420462132,0.37564817070961,0.19280943274497986,1.0,near_identity
21,test_00021,1.8686151504516602,0.432076096534729,0.07333792746067047,0.037676338106393814,1.0,global_underexposed
22,test_00022,1.631417155265808,0.22799208760261536,0.10251925885677338,0.06036726012825966,0.9441253542900085,global_underexposed
23,test_00023,1.2854671478271484,0.5699387788772583,0.22565440833568573,0.2428598254919052,0.9306236505508423,local_uneven
24,test_00024,0.5819385051727295,0.21434567868709564,0.2764653265476227,0.06523426622152328,1.0,mixed_regular
25,test_00025,0.1445522904396057,0.0575881265103817,0.4127986431121826,0.12421213090419769,1.0,near_identity
26,test_00026,1.1696289777755737,0.2967859208583832,0.21519507467746735,0.19473862648010254,0.9593132734298706,global_underexposed
27,test_00027,0.9522217512130737,0.4423474371433258,0.18936146795749664,0.11326155811548233,1.0,global_underexposed
28,test_00028,2.2877655029296875,0.4106016755104065,0.11770080029964447,0.23353929817676544,0.9465766549110413,global_underexposed
29,test_00029,1.4278910160064697,0.42312052845954895,0.1210625171661377,0.0946836844086647,1.0,global_underexposed
30,test_00030,0.06868141889572144,0.04066510498523712,0.49298301339149475,0.21413299441337585,0.9207924008369446,near_identity
31,test_00031,0.004746596794575453,0.0014949495671316981,0.39765021204948425,0.14445151388645172,1.0,near_identity
32,test_00032,0.1268545240163803,0.02966613508760929,0.1984754502773285,0.11766410619020462,1.0,near_identity
33,test_00033,1.1175713539123535,0.4295737147331238,0.12288592010736465,0.08802831918001175,1.0,global_underexposed
34,test_00034,1.0149683952331543,0.3660397529602051,0.17126166820526123,0.12223858386278152,0.9329582452774048,global_underexposed
35,test_00035,1.0962169170379639,0.4088791608810425,0.1624269038438797,0.07635001093149185,1.0,global_underexposed
36,test_00036,1.9845572710037231,0.2844473123550415,0.08187346160411835,0.02880672551691532,1.0,global_underexposed
37,test_00037,1.6313400268554688,0.4308716356754303,0.09638242423534393,0.0458737351000309,0.9842025637626648,global_underexposed
38,test_00038,1.7305747270584106,0.3268428146839142,0.06185225397348404,0.04309019073843956,1.0,global_underexposed
39,test_00039,2.1751813888549805,0.27213695645332336,0.05634939298033714,0.028050968423485756,0.9413498044013977,global_underexposed
40,test_00040,0.9356008768081665,0.3080677390098572,0.20564672350883484,0.0784662663936615,1.0,global_underexposed
41,test_00041,1.1425577402114868,0.31239673495292664,0.09180352836847305,0.06928706914186478,1.0,global_underexposed
42,test_00042,1.9238840341567993,0.3645467460155487,0.062478162348270416,0.046434830874204636,0.9084060788154602,global_underexposed
43,test_00043,1.8191323280334473,0.4535948634147644,0.08437422662973404,0.04832245036959648,1.0,global_underexposed
44,test_00044,0.05039317533373833,0.032071348279714584,0.6627945899963379,0.17527520656585693,0.9460967779159546,near_identity
45,test_00045,1.96950101852417,0.37013116478919983,0.0554407499730587,0.05190204456448555,1.0,global_underexposed
46,test_00046,1.274754285812378,0.32652929425239563,0.1836351603269577,0.1901015192270279,0.9605064392089844,global_underexposed
47,test_00047,0.8482776880264282,0.3595360815525055,0.22240376472473145,0.1040007546544075,1.0,global_underexposed
48,test_00048,1.6504197120666504,0.3541565537452698,0.07528399676084518,0.05552982538938522,0.9828017950057983,global_underexposed
49,test_00049,2.0768465995788574,0.4285854995250702,0.05829253047704697,0.032467130571603775,1.0,global_underexposed
50,test_00050,1.8929933309555054,0.2588924765586853,0.07855153828859329,0.046504780650138855,0.9220244884490967,global_underexposed
51,test_00051,0.19694170355796814,0.04728461802005768,0.4776019752025604,0.14545555412769318,1.0,near_identity
52,test_00052,1.4925146102905273,0.4500652253627777,0.10448315739631653,0.08454012870788574,1.0,global_underexposed
53,test_00053,0.6094177961349487,0.32874807715415955,0.3168424069881439,0.155912384390831,1.0,mixed_regular
54,test_00054,1.5809437036514282,0.3137933015823364,0.06629818677902222,0.03890692815184593,1.0,global_underexposed
55,test_00055,0.06499680876731873,0.027647482231259346,0.3842011094093323,0.08380444347858429,1.0,near_identity
56,test_00056,1.8142751455307007,0.3640219271183014,0.10149447619915009,0.051168542355298996,1.0,global_underexposed
57,test_00057,2.0366737842559814,0.3052123785018921,0.035130757838487625,0.02822522260248661,1.0,global_underexposed
58,test_00058,0.027616385370492935,0.014530354179441929,0.5165024399757385,0.16663846373558044,1.0,near_identity
59,test_00059,0.023237481713294983,0.012379403226077557,0.42383116483688354,0.1779399812221527,1.0,near_identity
60,test_00060,0.8622593283653259,0.3878175616264343,0.2564140856266022,0.19144470989704132,0.941155195236206,global_underexposed
61,test_00061,0.04949582368135452,0.013310356065630913,0.4906521737575531,0.11563719809055328,1.0,near_identity
62,test_00062,1.7267444133758545,0.2513332664966583,0.11258109658956528,0.1363779455423355,0.9817901849746704,global_underexposed
63,test_00063,0.5890934467315674,0.25344300270080566,0.3729834258556366,0.19979210197925568,0.9550849795341492,mixed_regular
64,test_00064,1.7790098190307617,0.3183179199695587,0.05084432661533356,0.03620312362909317,1.0,global_underexposed
65,test_00065,0.8620373010635376,0.31205064058303833,0.34397852420806885,0.20513977110385895,0.9386001825332642,global_underexposed
66,test_00066,0.2648048400878906,0.03584390878677368,0.4478517770767212,0.25632625818252563,0.9238532781600952,high_structure_or_noise
67,test_00067,1.6104981899261475,0.3532940447330475,0.07119505852460861,0.05476699396967888,1.0,global_underexposed
68,test_00068,0.6224365234375,0.3579370081424713,0.22209224104881287,0.11513439565896988,0.9844749569892883,mixed_regular
69,test_00069,0.7918238043785095,0.3631477355957031,0.2144935429096222,0.15954236686229706,1.0,global_underexposed
70,test_00070,0.7796496152877808,0.3121689260005951,0.19169677793979645,0.07880688458681107,1.0,global_underexposed
71,test_00071,1.4929931163787842,0.30291882157325745,0.13225577771663666,0.05566004663705826,1.0,global_underexposed
72,test_00072,0.13308222591876984,0.03499162942171097,0.3739575147628784,0.1690070778131485,1.0,near_identity
73,test_00073,1.4910975694656372,0.3442844748497009,0.08877725154161453,0.042702190577983856,1.0,global_underexposed
74,test_00074,1.1738390922546387,0.35119757056236267,0.23830687999725342,0.26850441098213196,0.909716010093689,global_underexposed
75,test_00075,2.0021862983703613,0.4426405727863312,0.07343342900276184,0.04204920306801796,1.0,global_underexposed
76,test_00076,0.11657213419675827,0.026681890711188316,0.37255051732063293,0.23613841831684113,1.0,near_identity
77,test_00077,0.8242465853691101,0.28116434812545776,0.19105841219425201,0.10180838406085968,0.9054489135742188,global_underexposed
78,test_00078,0.6884286403656006,0.42492249608039856,0.24633687734603882,0.13929110765457153,1.0,mixed_regular
79,test_00079,0.08844514191150665,0.02485097572207451,0.2864319384098053,0.27224913239479065,0.9318298101425171,near_identity
80,test_00080,2.3125991821289062,0.3340144157409668,0.024109724909067154,0.017710937187075615,1.0,global_underexposed
81,test_00081,0.06922129541635513,0.013385490514338017,0.5026310086250305,0.23775708675384521,0.974345326423645,near_identity
82,test_00082,0.6775862574577332,0.11809221655130386,0.2767900824546814,0.11280317604541779,1.0,mixed_regular
83,test_00083,0.04022978991270065,0.01047322154045105,0.424160897731781,0.23381595313549042,0.9648383855819702,near_identity
84,test_00084,1.7891168594360352,0.41505298018455505,0.05729586258530617,0.03915402665734291,0.9388076663017273,global_underexposed
85,test_00085,2.05019211769104,0.34929054975509644,0.05830748379230499,0.03560763970017433,1.0,global_underexposed
86,test_00086,1.4062745571136475,0.2827224135398865,0.10157483071088791,0.05981350317597389,1.0,global_underexposed
87,test_00087,0.017446111887693405,0.0056210169568657875,0.3651813864707947,0.24676939845085144,0.974993884563446,near_identity
88,test_00088,0.6734901666641235,0.3731442391872406,0.3922639489173889,0.1848512887954712,1.0,mixed_regular
89,test_00089,2.1322999000549316,0.3271180987358093,0.06269603222608566,0.0322556309401989,0.9282242059707642,global_underexposed
90,test_00090,1.3104615211486816,0.24948430061340332,0.135929137468338,0.08896569907665253,1.0,global_underexposed
91,test_00091,1.471862554550171,0.37967902421951294,0.09655564278364182,0.05885515362024307,1.0,global_underexposed
92,test_00092,1.6900300979614258,0.4447357654571533,0.08189589530229568,0.0595686174929142,1.0,global_underexposed
93,test_00093,0.6161303520202637,0.296558678150177,0.2592288851737976,0.13870872557163239,1.0,mixed_regular
94,test_00094,2.31632661819458,0.3410954475402832,0.041254982352256775,0.03195289894938469,1.0,global_underexposed
95,test_00095,1.8629008531570435,0.2674044966697693,0.15745587646961212,0.22322556376457214,0.9451500177383423,global_underexposed
96,test_00096,0.04985140636563301,0.02387402392923832,0.5584975481033325,0.1618840992450714,1.0,near_identity
97,test_00097,1.7361761331558228,0.24432802200317383,0.0829322338104248,0.029474962502717972,1.0,global_underexposed
98,test_00098,0.04317624494433403,0.00994244497269392,0.596178412437439,0.1566251814365387,0.9172126650810242,near_identity
99,test_00099,0.6822648644447327,0.37203508615493774,0.35288482904434204,0.28282061219215393,0.9221542477607727,high_structure_or_noise
100,test_00100,1.630523443222046,0.4920022487640381,0.09633196890354156,0.05232487991452217,1.0,global_underexposed
101,test_00101,1.2716245651245117,0.24508343636989594,0.09652148187160492,0.0684877410531044,1.0,global_underexposed
102,test_00102,2.021278142929077,0.3336177170276642,0.06455688923597336,0.03983241319656372,1.0,global_underexposed
103,test_00103,0.9064587354660034,0.43829816579818726,0.17102356255054474,0.08690433204174042,1.0,global_underexposed
104,test_00104,2.3698043823242188,0.3864568769931793,0.03972963988780975,0.03272462636232376,1.0,global_underexposed
105,test_00105,0.1371648609638214,0.046871084719896317,0.5059795379638672,0.09734480828046799,1.0,near_identity
